Place_ID,Place_Name,State_UT,Category,Trip_Type,Min_Budget,Max_Budget,Best_Season,Duration_Days,Rating,Description,Image_URL,combined_features
351,Durtlang Hills,Mizoram,Nature,Friends,1000,3000,Winter,1,4.3,High rock cliff platform looking down directly at Imphal-style grids.,place_images\Durtlang_Hills.jpg,Nature Friends Winter Mizoram High rock cliff platform looking down directly at Imphal-style grids.
352,Farkawn,Mizoram,Historical,Solo,5000,12000,Winter,2,4.1,Village keeping old tribal stone markers and folk caves.,place_images\Farkawn.jpg,Historical Solo Winter Mizoram Village keeping old tribal stone markers and folk caves.
353,Serchhip,Mizoram,Nature,Friends,4000,10000,Winter,2,4.0,Boasting high state literacy among deep crop valleys.,place_images\Serchhip.jpg,Nature Friends Winter Mizoram Boasting high state literacy among deep crop valleys.
354,Lawngtlai,Mizoram,Nature,Solo,5000,13000,Winter,2,3.9,Western district border tracking rich pristine rain woods.,place_images\Lawngtlai.jpg,Nature Solo Winter Mizoram Western district border tracking rich pristine rain woods.
355,Hornbill Festival,Nagaland,Historical,Friends,6000,25000,Winter,3,4.9,Grand inter-tribal cultural dance festival held at Kisama.,place_images\Hornbill_Festival.jpg,Historical Friends Winter Nagaland Grand inter-tribal cultural dance festival held at Kisama.
356,Dzukou Valley,Nagaland,Nature,Solo,4000,12000,Summer,3,4.9,Stunning rolling green dwarf-bamboo valley landscape trek.,place_images\Dzukou_Valley.jpg,Nature Solo Summer Nagaland Stunning rolling green dwarf-bamboo valley landscape trek.
357,Kohima War Cemetery,Nagaland,Historical,Family,1000,3000,Winter,1,4.6,WWII memorial honoring garrison forces stopping invasion pushes.,place_images\Kohima_War_Cemetery.jpg,Historical Family Winter Nagaland WWII memorial honoring garrison forces stopping invasion pushes.
358,Japfu Peak,Nagaland,Nature,Solo,3000,9000,Winter,2,4.5,Home to tallest rhododendron tree scaling high ridges.,place_images\Japfu_Peak.jpg,Nature Solo Winter Nagaland Home to tallest rhododendron tree scaling high ridges.
359,Mokokchung,Nagaland,Hill Station,Solo,4000,12000,Winter,2,4.4,Cultural home town of Ao Naga clan families.,place_images\Mokokchung.jpg,Hill Station Solo Winter Nagaland Cultural home town of Ao Naga clan families.
360,Mon,Nagaland,Historical,Solo,6000,18000,Winter,3,4.7,"Land of Konyak chiefs, famous for tattooed faces.",place_images\Mon.jpg,"Historical Solo Winter Nagaland Land of Konyak chiefs, famous for tattooed faces."
361,Tuensang,Nagaland,Nature,Solo,5000,14000,Winter,2,4.0,Eastern frontier showcasing complex indigenous textile hand weaving.,place_images\Tuensang.jpg,Nature Solo Winter Nagaland Eastern frontier showcasing complex indigenous textile hand weaving.
362,Wokha,Nagaland,Nature,Friends,3500,10000,Winter,2,4.2,Mount Tiyi overlook catching massive falcon winter roosts.,place_images\Wokha.jpg,Nature Friends Winter Nagaland Mount Tiyi overlook catching massive falcon winter roosts.
363,Phek,Nagaland,Nature,Solo,4500,12000,Winter,2,4.1,Terraced water cultivation fields across scenic mountain lines.,place_images\Phek.jpg,Nature Solo Winter Nagaland Terraced water cultivation fields across scenic mountain lines.
364,Zunheboto,Nagaland,Religious,Family,4000,11000,Winter,2,4.2,Hosts one of Asia's largest church dome structures.,place_images\Zunheboto.jpg,Religious Family Winter Nagaland Hosts one of Asia's largest church dome structures.
365,Intangki National Park,Nagaland,Wildlife,Solo,5000,13000,Winter,2,4.3,Equatorial rainforest habitat home to wild gibbon apes.,place_images\Intangki_National_Park.jpg,Wildlife Solo Winter Nagaland Equatorial rainforest habitat home to wild gibbon apes.
366,Doyang Lake,Nagaland,Nature,Friends,2000,6000,Winter,1,4.5,Reservoir famous for welcoming migrating Amur Falcon flocks.,place_images\Doyang_Lake.jpg,Nature Friends Winter Nagaland Reservoir famous for welcoming migrating Amur Falcon flocks.
367,Khonoma Village,Nagaland,Historical,Solo,2500,8000,Winter,2,4.7,India's first certified green eco village holding stone structures.,place_images\Khonoma_Village.jpg,Historical Solo Winter Nagaland India's first certified green eco village holding stone structures.
368,Dimapur Ruins,Nagaland,Historical,Family,1000,3000,Winter,1,4.0,13th century mushroom-shaped stone pillars of Kachari kingdom.,place_images\Dimapur_Ruins.jpg,Historical Family Winter Nagaland 13th century mushroom-shaped stone pillars of Kachari kingdom.
369,Benreu,Nagaland,Nature,Solo,3000,9000,Winter,2,4.3,Unexplored mountaintop village full of tribal organic culture.,place_images\Benreu.jpg,Nature Solo Winter Nagaland Unexplored mountaintop village full of tribal organic culture.
370,Pfutsero,Nagaland,Hill Station,Couple,3000,9000,Winter,2,4.5,Coldest inhabited town in Nagaland showing cherry blossoms.,place_images\Pfutsero.jpg,Hill Station Couple Winter Nagaland Coldest inhabited town in Nagaland showing cherry blossoms.
371,Meluri,Nagaland,Nature,Solo,5000,13000,Winter,2,4.1,Rock formations and mineral rich hills near river lines.,place_images\Meluri.jpg,Nature Solo Winter Nagaland Rock formations and mineral rich hills near river lines.
372,Tuophema Village,Nagaland,Historical,Family,3000,9000,Winter,2,4.4,Tourist village model offering typical traditional Naga hut stays.,place_images\Tuophema_Village.jpg,Historical Family Winter Nagaland Tourist village model offering typical traditional Naga hut stays.
373,Konark Sun Temple,Odisha,Historical,Family,1500,5000,Winter,1,4.9,Ganga dynasty colossal stone chariot architecture dedicated to Sun.,place_images\Konark_Sun_Temple.jpg,Historical Family Winter Odisha Ganga dynasty colossal stone chariot architecture dedicated to Sun.
374,Jagannath Temple,Odisha,Religious,Family,1500,6000,Winter,2,4.9,Sacred Dham seaside temple known for Rath Yatra.,place_images\Jagannath_Temple.jpg,Religious Family Winter Odisha Sacred Dham seaside temple known for Rath Yatra.
375,Chilika Lake,Odisha,Nature,Family,2500,9000,Winter,2,4.7,Massive brackish water lake sheltering rare Irrawaddy dolphins.,place_images\Chilika_Lake.jpg,Nature Family Winter Odisha Massive brackish water lake sheltering rare Irrawaddy dolphins.
376,Simlipal National Park,Odisha,Wildlife,Solo,5000,15000,Winter,3,4.5,Mayurbhanj tiger reserve holding grand forest waterfall drop points.,place_images\Simlipal_National_Park.jpg,Wildlife Solo Winter Odisha Mayurbhanj tiger reserve holding grand forest waterfall drop points.
377,Udayagiri Khandagiri,Odisha,Historical,Friends,1000,3000,Winter,1,4.4,Ancient twin-hill rock cut caves carved for Jain ascetics.,place_images\Udayagiri_Khandagiri.jpg,Historical Friends Winter Odisha Ancient twin-hill rock cut caves carved for Jain ascetics.
378,Lingaraj Temple,Odisha,Religious,Family,1000,4000,Winter,1,4.8,11th century Kalinga architecture monument tower in Bhubaneswar.,place_images\Lingaraj_Temple.jpg,Religious Family Winter Odisha 11th century Kalinga architecture monument tower in Bhubaneswar.
379,Mukteswar Temple,Odisha,Historical,Family,1000,3000,Winter,1,4.6,Gem of Odishan architecture famous for arched stone torana.,place_images\Mukteswar_Temple.jpg,Historical Family Winter Odisha Gem of Odishan architecture famous for arched stone torana.
380,Puri Beach,Odisha,Beach,Family,2000,8000,Winter,2,4.5,Golden sand dynamic waves beach hosting sand art shows.,place_images\Puri_Beach.jpg,Beach Family Winter Odisha Golden sand dynamic waves beach hosting sand art shows.
381,Bhitarkanika,Odisha,Wildlife,Solo,4000,12000,Winter,2,4.6,Mangrove boat trail swamps packing massive saltwater crocodile populations.,place_images\Bhitarkanika.jpg,Wildlife Solo Winter Odisha Mangrove boat trail swamps packing massive saltwater crocodile populations.
382,Daringbadi,Odisha,Hill Station,Couple,3500,11000,Winter,2,4.3,"Nicknamed Kashmir of Odisha, showing coffee gardens and frost.",place_images\Daringbadi.jpg,"Hill Station Couple Winter Odisha Nicknamed Kashmir of Odisha, showing coffee gardens and frost."
383,Tikarpara,Odisha,Nature,Friends,3000,8000,Winter,2,4.4,Gharial crocodile breeding center based inside deep river gorges.,place_images\Tikarpara.jpg,Nature Friends Winter Odisha Gharial crocodile breeding center based inside deep river gorges.
384,Satkosia Gorge,Odisha,Nature,Solo,4000,12000,Winter,2,4.5,Mahanadi river cutting deep inside long mountain forest canyons.,place_images\Satkosia_Gorge.jpg,Nature Solo Winter Odisha Mahanadi river cutting deep inside long mountain forest canyons.
385,Barabati Fort,Odisha,Historical,Friends,1000,3000,Winter,1,4.0,9th century earthen moat fort layout in Cuttack.,place_images\Barabati_Fort.jpg,Historical Friends Winter Odisha 9th century earthen moat fort layout in Cuttack.
386,Dhauli Peace Pagoda,Odisha,Historical,Family,1000,3000,Winter,1,4.5,White dome stupa built over Kalinga battle hills.,place_images\Dhauli_Peace_Pagoda.jpg,Historical Family Winter Odisha White dome stupa built over Kalinga battle hills.
387,Ratnagiri Buddhist,Odisha,Historical,Solo,2000,5000,Winter,1,4.4,Ancient university hill ruins holding beautiful stone door frames.,place_images\Ratnagiri_Buddhist.jpg,Historical Solo Winter Odisha Ancient university hill ruins holding beautiful stone door frames.
388,Gopalpur on Sea,Odisha,Beach,Couple,3500,12000,Winter,2,4.3,Relaxed old colonial port beach with historic lighthouse.,place_images\Gopalpur_on_Sea.jpg,Beach Couple Winter Odisha Relaxed old colonial port beach with historic lighthouse.
389,Nandankanan Zoo,Odisha,Wildlife,Family,1000,3500,Winter,1,4.5,First Indian zoo breeding rare white tigers and melanistic.,place_images\Nandankanan_Zoo.jpg,Wildlife Family Winter Odisha First Indian zoo breeding rare white tigers and melanistic.
390,Hirakud Dam,Odisha,Nature,Family,1500,4500,Winter,1,4.4,One of the world's longest major earthen dam works.,place_images\Hirakud_Dam.jpg,Nature Family Winter Odisha One of the world's longest major earthen dam works.
391,Chandrabhaga Beach,Odisha,Beach,Couple,1500,4000,Winter,1,4.5,Clean blue flag beach close to Konark temple.,place_images\Chandrabhaga_Beach.jpg,Beach Couple Winter Odisha Clean blue flag beach close to Konark temple.
392,Sambalpur,Odisha,Historical,Family,2000,6000,Winter,1,4.2,Famous for traditional Ikkat tie-dye handloom textile weaving.,place_images\Sambalpur.jpg,Historical Family Winter Odisha Famous for traditional Ikkat tie-dye handloom textile weaving.
393,Golden Temple,Punjab,Religious,Family,1500,6000,Winter,2,5.0,"Sri Harmandir Sahib, holy center of the Sikh faith.",place_images\Golden_Temple.jpg,"Religious Family Winter Punjab Sri Harmandir Sahib, holy center of the Sikh faith."
394,Wagah Border,Punjab,Historical,Family,1000,3000,Winter,1,4.9,High energy daily military retreat drill ceremony with Pakistan.,place_images\Wagah_Border.jpg,Historical Family Winter Punjab High energy daily military retreat drill ceremony with Pakistan.
395,Jallianwala Bagh,Punjab,Historical,Family,1000,2000,Winter,1,4.7,National memorial ground preservation of historic bullet marks.,place_images\Jallianwala_Bagh.jpg,Historical Family Winter Punjab National memorial ground preservation of historic bullet marks.
396,Anandpur Sahib,Punjab,Religious,Family,1500,5000,Winter,2,4.8,Holy white fort city where Khalsa panth was born.,place_images\Anandpur_Sahib.jpg,Religious Family Winter Punjab Holy white fort city where Khalsa panth was born.
397,Fatehgarh Sahib,Punjab,Religious,Family,1200,4000,Winter,1,4.7,Revered gurudwara marking historic sacrifice sites of sahibzadas.,place_images\Fatehgarh_Sahib.jpg,Religious Family Winter Punjab Revered gurudwara marking historic sacrifice sites of sahibzadas.
398,Patiala,Punjab,Historical,Family,2000,7000,Winter,2,4.4,Qila Mubarak palace seat showing royal turban craft heritages.,place_images\Patiala.jpg,Historical Family Winter Punjab Qila Mubarak palace seat showing royal turban craft heritages.
399,Ludhiana,Punjab,Historical,Friends,2500,8000,Winter,1,4.0,Industrial manufacturing hub keeping old Lodhi fort ruins.,place_images\Ludhiana.jpg,Historical Friends Winter Punjab Industrial manufacturing hub keeping old Lodhi fort ruins.
400,Sirhind,Punjab,Historical,Family,1200,4000,Winter,1,4.2,Ancient trade town holding spectacular Mughal garden tomb architectures.,place_images\Sirhind.jpg,Historical Family Winter Punjab Ancient trade town holding spectacular Mughal garden tomb architectures.
401,Chamkaur Sahib,Punjab,Religious,Solo,1000,3000,Winter,1,4.6,Historic fortress battle memory site of Sikh history tracks.,place_images\Chamkaur_Sahib.jpg,Religious Solo Winter Punjab Historic fortress battle memory site of Sikh history tracks.
402,Bathinda Fort,Punjab,Historical,Family,1500,4000,Winter,1,4.5,Massive brick monument fort where Razia Sultan was jailed.,place_images\Bathinda_Fort.jpg,Historical Family Winter Punjab Massive brick monument fort where Razia Sultan was jailed.
403,Roper Wetland,Punjab,Nature,Solo,1500,4000,Winter,1,4.1,Manmade ecological lake drawing diverse wintering duck populations.,place_images\Roper_Wetland.jpg,Nature Solo Winter Punjab Manmade ecological lake drawing diverse wintering duck populations.
404,Nabha,Punjab,Historical,Family,1500,4500,Winter,1,4.1,Old princely town hosting beautiful old court villas.,place_images\Nabha.jpg,Historical Family Winter Punjab Old princely town hosting beautiful old court villas.
405,Faridkot,Punjab,Historical,Family,1500,4500,Winter,1,4.2,Holding fairytale fairy style wooden mirror work royal palaces.,place_images\Faridkot.jpg,Historical Family Winter Punjab Holding fairytale fairy style wooden mirror work royal palaces.
406,Qila Mubarak,Punjab,Historical,Family,1000,3000,Winter,1,4.3,Heart core historic brick palace works located inside Patiala.,place_images\Qila_Mubarak.jpg,Historical Family Winter Punjab Heart core historic brick palace works located inside Patiala.
407,Harike Pattan,Punjab,Nature,Solo,2000,5000,Winter,1,4.3,Confluence wetland junction of Beas and Sutlej rivers.,place_images\Harike_Pattan.jpg,Nature Solo Winter Punjab Confluence wetland junction of Beas and Sutlej rivers.
408,Gobindgarh Fort,Punjab,Historical,Family,1500,4000,Winter,1,4.5,Amritsar city heritage fortress housing interactive history museums.,place_images\Gobindgarh_Fort.jpg,Historical Family Winter Punjab Amritsar city heritage fortress housing interactive history museums.
409,Kapurthala,Punjab,Historical,Family,2000,6000,Winter,1,4.4,Nicknamed Paris of Punjab for French-style Jagatjit Palace.,place_images\Kapurthala.jpg,Historical Family Winter Punjab Nicknamed Paris of Punjab for French-style Jagatjit Palace.
410,Pathankot,Punjab,Nature,Friends,2000,6000,Winter,1,4.1,Foothill town gateway connecting lines toward Jammu hills.,place_images\Pathankot.jpg,Nature Friends Winter Punjab Foothill town gateway connecting lines toward Jammu hills.
411,Amber Fort,Rajasthan,Historical,Family,2000,8000,Winter,1,4.9,Hilltop Rajput fortress holding beautiful mirror palace halls.,place_images\Amber_Fort.jpg,Historical Family Winter Rajasthan Hilltop Rajput fortress holding beautiful mirror palace halls.
412,Hawa Mahal,Rajasthan,Historical,Family,1000,3000,Winter,1,4.7,Five-story pink sandstone palace featuring screen lattice windows.,place_images\Hawa_Mahal.jpg,Historical Family Winter Rajasthan Five-story pink sandstone palace featuring screen lattice windows.
413,Jaisalmer Fort,Rajasthan,Historical,Solo,3000,12000,Winter,2,4.8,Living golden sandstone fort standing amidst desert spaces.,place_images\Jaisalmer_Fort.jpg,Historical Solo Winter Rajasthan Living golden sandstone fort standing amidst desert spaces.
414,Sam Dunes,Rajasthan,Nature,Friends,4000,12000,Winter,2,4.7,Desert camping tracks offering traditional camel riding safaris.,place_images\Sam_Dunes.jpg,Nature Friends Winter Rajasthan Desert camping tracks offering traditional camel riding safaris.
415,Mehrangarh Fort,Rajasthan,Historical,Family,2000,7000,Winter,1,4.9,Towering blue city fort block overlooking Jodhpur streets.,place_images\Mehrangarh_Fort.jpg,Historical Family Winter Rajasthan Towering blue city fort block overlooking Jodhpur streets.
416,Lake Pichola,Rajasthan,Nature,Couple,4000,20000,Winter,1,4.8,Romantic lake center hosting floating marble palace structures.,place_images\Lake_Pichola.jpg,Nature Couple Winter Rajasthan Romantic lake center hosting floating marble palace structures.
417,Ranthambore,Rajasthan,Wildlife,Family,6000,25000,Winter,2,4.8,Historic fort forest reserve tracking wild day tigers.,place_images\Ranthambore.jpg,Wildlife Family Winter Rajasthan Historic fort forest reserve tracking wild day tigers.
418,Pushkar Lake,Rajasthan,Religious,Solo,2000,6000,Winter,2,4.5,Sacred desert pool town hosting unique Brahma temple.,place_images\Pushkar_Lake.jpg,Religious Solo Winter Rajasthan Sacred desert pool town hosting unique Brahma temple.
419,City Palace Jaipur,Rajasthan,Historical,Family,2000,8000,Winter,1,4.7,Royal residence blending Rajasthani and Mughal architectural patterns.,place_images\City_Palace_Jaipur.jpg,Historical Family Winter Rajasthan Royal residence blending Rajasthani and Mughal architectural patterns.
420,Jantar Mantar,Rajasthan,Historical,Family,1000,3000,Winter,1,4.6,Stone astronomical observatory housing the massive sun dial.,place_images\Jantar_Mantar.jpg,Historical Family Winter Rajasthan Stone astronomical observatory housing the massive sun dial.
421,Chittorgarh Fort,Rajasthan,Historical,Solo,2000,6000,Winter,2,4.8,India's largest fort complex famous for Padmini stories.,place_images\Chittorgarh_Fort.jpg,Historical Solo Winter Rajasthan India's largest fort complex famous for Padmini stories.
422,Kumbhalgarh Fort,Rajasthan,Historical,Friends,2500,8000,Winter,1,4.8,Massive fort holding the longest continuous wall after China.,place_images\Kumbhalgarh_Fort.jpg,Historical Friends Winter Rajasthan Massive fort holding the longest continuous wall after China.
423,Ranakpur Temple,Rajasthan,Religious,Family,2000,6000,Winter,1,4.7,Jain temple masterwork holding over thousand unique pillars.,place_images\Ranakpur_Temple.jpg,Religious Family Winter Rajasthan Jain temple masterwork holding over thousand unique pillars.
424,Mount Abu,Rajasthan,Hill Station,Couple,4000,14000,Winter,2,4.3,The solitary green oasis hill station inside Rajasthan.,place_images\Mount_Abu.jpg,Hill Station Couple Winter Rajasthan The solitary green oasis hill station inside Rajasthan.
425,Dilwara Temples,Rajasthan,Historical,Family,1000,4000,Winter,1,4.8,Unmatched marble filigree carving work inside Jain shrines.,place_images\Dilwara_Temples.jpg,Historical Family Winter Rajasthan Unmatched marble filigree carving work inside Jain shrines.
426,Bundi,Rajasthan,Historical,Solo,2000,6000,Winter,2,4.5,Stepwell town holding raw blue palaces and frescoes.,place_images\Bundi.jpg,Historical Solo Winter Rajasthan Stepwell town holding raw blue palaces and frescoes.
427,Bikaner Fort,Rajasthan,Historical,Family,2000,6000,Winter,1,4.5,Junagarh palace fort complex retaining rich weapons collections.,place_images\Bikaner_Fort.jpg,Historical Family Winter Rajasthan Junagarh palace fort complex retaining rich weapons collections.
428,Alwar,Rajasthan,Historical,Friends,2500,7000,Winter,1,4.2,Bhangarh haunted fort entries and Sariska tiger valley.,place_images\Alwar.jpg,Historical Friends Winter Rajasthan Bhangarh haunted fort entries and Sariska tiger valley.
429,Mandawa,Rajasthan,Historical,Solo,3000,10000,Winter,2,4.4,Open air art gallery town full of frescoed havelis.,place_images\Mandawa.jpg,Historical Solo Winter Rajasthan Open air art gallery town full of frescoed havelis.
430,Bharatpur Bird Sanctuary,Rajasthan,Wildlife,Family,1500,5000,Winter,1,4.6,"Keoladeo national park, premier Siberian crane winter roost.",place_images\Bharatpur_Bird_Sanctuary.jpg,"Wildlife Family Winter Rajasthan Keoladeo national park, premier Siberian crane winter roost."
431,Gangtok,Sikkim,Hill Station,Family,4000,18000,Summer,3,4.7,Clean mountain capital town facing high Kangchenjunga views.,place_images\Gangtok.jpg,Hill Station Family Summer Sikkim Clean mountain capital town facing high Kangchenjunga views.
432,Tsomgo Lake,Sikkim,Nature,Family,5000,12000,Winter,1,4.8,Sacred high altitude alpine lake showing mountain reflections.,place_images\Tsomgo_Lake.jpg,Nature Family Winter Sikkim Sacred high altitude alpine lake showing mountain reflections.
433,Pelling,Sikkim,Hill Station,Couple,4000,14000,Summer,2,4.5,Town offering skywalk tracks directly facing snow ridges.,place_images\Pelling.jpg,Hill Station Couple Summer Sikkim Town offering skywalk tracks directly facing snow ridges.
434,Gurudongmar Lake,Sikkim,Nature,Solo,8000,20000,Summer,2,4.9,Extreme altitude holy lake that never fully freezes.,place_images\Gurudongmar_Lake.jpg,Nature Solo Summer Sikkim Extreme altitude holy lake that never fully freezes.
435,Yuksom,Sikkim,Historical,Solo,3000,9000,Summer,2,4.4,First historic capital town base for base treks.,place_images\Yuksom.jpg,Historical Solo Summer Sikkim First historic capital town base for base treks.
436,Ravangla,Sikkim,Nature,Couple,4000,13000,Summer,2,4.6,Tathagata Tsal park hosting a massive Buddha statue.,place_images\Ravangla.jpg,Nature Couple Summer Sikkim Tathagata Tsal park hosting a massive Buddha statue.
437,Namchi,Sikkim,Religious,Family,3000,10000,Summer,2,4.5,Char Dham cultural replica center built atop hills.,place_images\Namchi.jpg,Religious Family Summer Sikkim Char Dham cultural replica center built atop hills.
438,Rumtek Monastery,Sikkim,Religious,Solo,1500,4000,Summer,1,4.6,Seat of international Kagyu Buddhist school lineage centers.,place_images\Rumtek_Monastery.jpg,Religious Solo Summer Sikkim Seat of international Kagyu Buddhist school lineage centers.
439,Zuluk,Sikkim,Nature,Solo,5000,14000,Winter,2,4.7,Dizzying historic Silk Route loops crossing mountain loops.,place_images\Zuluk.jpg,Nature Solo Winter Sikkim Dizzying historic Silk Route loops crossing mountain loops.
440,Lachen,Sikkim,Hill Station,Friends,5000,15000,Summer,2,4.5,Alpine baseline town village checking Gurudongmar routes.,place_images\Lachen.jpg,Hill Station Friends Summer Sikkim Alpine baseline town village checking Gurudongmar routes.
441,Lachung,Sikkim,Hill Station,Couple,5000,15000,Summer,2,4.6,Beautiful snow village entrance leading to Yumthang valley.,place_images\Lachung.jpg,Hill Station Couple Summer Sikkim Beautiful snow village entrance leading to Yumthang valley.
442,Yumthang Valley,Sikkim,Nature,Couple,4000,10000,Summer,1,4.8,Stunning valley of flowers fields bordered by hot springs.,place_images\Yumthang_Valley.jpg,Nature Couple Summer Sikkim Stunning valley of flowers fields bordered by hot springs.
443,Zero Point,Sikkim,Nature,Friends,4000,10000,Winter,1,4.8,Where civilian roads end into perpetual snow lines.,place_images\Zero_Point.jpg,Nature Friends Winter Sikkim Where civilian roads end into perpetual snow lines.
444,Singhik,Sikkim,Nature,Solo,2500,7000,Summer,1,4.2,Teesta river valley viewpoint looking at high peaks.,place_images\Singhik.jpg,Nature Solo Summer Sikkim Teesta river valley viewpoint looking at high peaks.
445,Mangan,Sikkim,Nature,Solo,3000,9000,Summer,2,4.1,North district baseline hub hosting organic cardamom forests.,place_images\Mangan.jpg,Nature Solo Summer Sikkim North district baseline hub hosting organic cardamom forests.
446,Khecheopalri Lake,Sikkim,Nature,Family,2000,5000,Summer,1,4.5,Wish-fulfilling forest lake kept clean by birds.,place_images\Khecheopalri_Lake.jpg,Nature Family Summer Sikkim Wish-fulfilling forest lake kept clean by birds.
447,Kanchenjunga Base Camp,Sikkim,Nature,Solo,15000,45000,Summer,7,4.9,High alpine glacier trek approach tracking extreme peaks.,place_images\Kanchenjunga_Base_Camp.jpg,Nature Solo Summer Sikkim High alpine glacier trek approach tracking extreme peaks.
448,Teesta River Rafting,Sikkim,Nature,Friends,3000,8000,Summer,1,4.5,White water river rapids crossing deep rocky valleys.,place_images\Teesta_River_Rafting.jpg,Nature Friends Summer Sikkim White water river rapids crossing deep rocky valleys.
449,Meenakshi Temple,Tamil Nadu,Religious,Family,1500,6000,Winter,2,4.9,Madurai architectural marvel with massive sculptured gopurams.,place_images\Meenakshi_Temple.jpg,Religious Family Winter Tamil Nadu Madurai architectural marvel with massive sculptured gopurams.
450,Marina Beach,Tamil Nadu,Beach,Family,1000,4000,Winter,1,4.4,India's longest urban sandy beach along Chennai coast.,place_images\Marina_Beach.jpg,Beach Family Winter Tamil Nadu India's longest urban sandy beach along Chennai coast.
451,Brihadeeswarar Temple,Tamil Nadu,Historical,Family,1500,5000,Winter,1,4.9,"Thanjavur Big Temple, Chola monolithic granite masterpiece.",place_images\Brihadeeswarar_Temple.jpg,"Historical Family Winter Tamil Nadu Thanjavur Big Temple, Chola monolithic granite masterpiece."
452,Ooty,Tamil Nadu,Hill Station,Family,4000,18000,Summer,3,4.6,Blue mountains capital boasting tea gardens and toy train.,place_images\Ooty.jpg,Hill Station Family Summer Tamil Nadu Blue mountains capital boasting tea gardens and toy train.
453,Mahabalipuram,Tamil Nadu,Historical,Friends,2000,8000,Winter,2,4.7,Pallava rock cut shore temples and stone relief carvings.,place_images\Mahabalipuram.jpg,Historical Friends Winter Tamil Nadu Pallava rock cut shore temples and stone relief carvings.
454,Kanyakumari,Tamil Nadu,Nature,Family,3000,10000,Winter,2,4.7,Land's end cape confluence watching triple ocean sunrises.,place_images\Kanyakumari.jpg,Nature Family Winter Tamil Nadu Land's end cape confluence watching triple ocean sunrises.
455,Rameshwaram,Tamil Nadu,Religious,Family,2500,9000,Winter,2,4.8,Island holy temple holding long pillared corridors.,place_images\Rameshwaram.jpg,Religious Family Winter Tamil Nadu Island holy temple holding long pillared corridors.
456,Kodaikanal,Tamil Nadu,Hill Station,Couple,4000,16000,Summer,3,4.6,Princess of hill stations with star shaped mountain lake.,place_images\Kodaikanal.jpg,Hill Station Couple Summer Tamil Nadu Princess of hill stations with star shaped mountain lake.
457,Chidambaram Nataraja,Tamil Nadu,Religious,Family,1500,5000,Winter,1,4.7,Temple center dedicated to cosmic dance pose of Shiva.,place_images\Chidambaram_Nataraja.jpg,Religious Family Winter Tamil Nadu Temple center dedicated to cosmic dance pose of Shiva.
458,Mudumalai,Tamil Nadu,Wildlife,Solo,4000,13000,Winter,2,4.5,Nilgiri biosphere park tracking elephants and tigers.,place_images\Mudumalai.jpg,Wildlife Solo Winter Tamil Nadu Nilgiri biosphere park tracking elephants and tigers.
459,Yelagiri,Tamil Nadu,Hill Station,Friends,3000,9000,Winter,2,4.0,Quiet cluster of villages ideal for amateur trekking.,place_images\Yelagiri.jpg,Hill Station Friends Winter Tamil Nadu Quiet cluster of villages ideal for amateur trekking.
460,Hogenakkal Falls,Tamil Nadu,Nature,Friends,2000,6000,Monsoon,1,4.3,Kaveri river smoke waterfalls famous for coracle boating.,place_images\Hogenakkal_Falls.jpg,Nature Friends Monsoon Tamil Nadu Kaveri river smoke waterfalls famous for coracle boating.
461,Yercaud,Tamil Nadu,Hill Station,Couple,3500,12000,Winter,2,4.2,Poor man's Ooty located across Shevaroy orange hills.,place_images\Yercaud.jpg,Hill Station Couple Winter Tamil Nadu Poor man's Ooty located across Shevaroy orange hills.
462,Vedanthangal,Tamil Nadu,Wildlife,Family,1000,3000,Winter,1,4.5,Historic village tank sanctuary hosting global water birds.,place_images\Vedanthangal.jpg,Wildlife Family Winter Tamil Nadu Historic village tank sanctuary hosting global water birds.
463,Thiruchendur,Tamil Nadu,Religious,Family,2000,7000,Winter,1,4.6,Seashore temple shrine dedicated to Lord Murugan.,place_images\Thiruchendur.jpg,Religious Family Winter Tamil Nadu Seashore temple shrine dedicated to Lord Murugan.
464,Pamban Bridge,Tamil Nadu,Nature,Family,1500,4000,Winter,1,4.8,Historic sea railway bridge linking mainland toward island.,place_images\Pamban_Bridge.jpg,Nature Family Winter Tamil Nadu Historic sea railway bridge linking mainland toward island.
465,Velankanni,Tamil Nadu,Religious,Family,2000,8000,Winter,2,4.6,Shrine Basilica of Our Lady of Good Health.,place_images\Velankanni.jpg,Religious Family Winter Tamil Nadu Shrine Basilica of Our Lady of Good Health.
466,Courtallam Falls,Tamil Nadu,Nature,Family,1500,5000,Monsoon,1,4.4,"Spa of South India, therapeutic mountain stream cascades.",place_images\Courtallam_Falls.jpg,"Nature Family Monsoon Tamil Nadu Spa of South India, therapeutic mountain stream cascades."
467,Dhanushkodi,Tamil Nadu,Nature,Solo,2000,5000,Winter,1,4.8,Ghost town strip bordered by twin oceans at tip.,place_images\Dhanushkodi.jpg,Nature Solo Winter Tamil Nadu Ghost town strip bordered by twin oceans at tip.
468,Coonoor,Tamil Nadu,Hill Station,Couple,4500,15000,Summer,2,4.5,Tranquil tea hill station near classic Nilgiri ridges.,place_images\Coonoor.jpg,Hill Station Couple Summer Tamil Nadu Tranquil tea hill station near classic Nilgiri ridges.
